customer_id,age,gender,income,education,marital_status,children,location,total_purchases,total_spending,avg_order_value,days_since_last_purchase,tenure_months,website_visits,time_on_site_minutes,preferred_category,categories_purchased,email_opens,email_clicks,discount_purchases,returns,support_contacts,loyalty_member
CUST000484,45,F,42555.0,High School,Married,1,Rural,1,502.8,502.8,21,11,17,17.8,Beauty,1,8,1,0,0,2,1
CUST000485,30,M,27898.0,High School,Married,0,Suburban,3,1262.45,420.82,15,22,16,18.9,Food,1,8,1,0,0,1,0
CUST000486,20,M,95946.0,Master,Single,1,Rural,3,1797.69,599.23,22,9,17,14.6,Food,2,9,3,1,0,5,1
CUST000487,32,F,41082.0,Master,Married,4,Suburban,7,1578.03,225.43,31,18,18,4.5,Clothing,3,4,1,1,0,0,1
CUST000488,25,M,117201.0,High School,Married,1,Urban,4,5495.64,1373.91,203,24,19,39.4,Sports,3,3,0,1,0,4,1
CUST000489,67,F,122669.0,PhD,Married,3,Suburban,7,3670.29,524.33,146,31,16,31.3,,3,4,1,2,0,4,0
CUST000490,55,M,46694.0,Master,Married,3,Urban,8,2418.0,302.25,1,7,14,10.9,Electronics,2,5,1,1,0,3,1
CUST000491,41,M,26767.0,Bachelor,Divorced,4,Urban,8,1276.6,159.57,207,18,9,67.8,Home & Garden,3,9,1,4,0,3,1
CUST000492,64,M,20000.0,Master,Single,2,Urban,2,627.41,313.7,8,37,13,5.3,Home & Garden,3,13,3,0,0,1,1
CUST000493,43,M,20267.0,Bachelor,Divorced,2,Urban,6,1490.24,248.37,106,32,11,10.1,Toys,4,10,3,2,0,4,0
CUST000494,29,M,21497.0,High School,Divorced,3,Urban,7,1314.79,187.83,16,8,18,39.5,Food,2,16,3,3,0,1,0
CUST000495,64,F,112092.0,Bachelor,Married,0,Urban,4,1366.66,341.66,6,20,20,9.3,Beauty,1,11,2,0,0,1,1
CUST000496,50,M,52548.0,Bachelor,Single,1,Suburban,4,2084.78,521.2,142,13,8,9.6,Sports,3,6,0,1,0,3,0
CUST000497,26,F,61930.0,Bachelor,Single,4,Suburban,9,2282.36,253.6,62,13,22,1.2,Beauty,1,5,1,4,1,3,1
CUST000498,39,M,20000.0,Master,Single,2,Urban,6,1503.17,250.53,91,14,25,3.6,Electronics,5,8,1,1,0,4,1
CUST000499,28,M,23890.0,Master,Married,4,Urban,5,1121.15,224.23,55,24,21,2.6,Books,3,6,0,2,0,0,0
CUST000500,21,M,83470.0,Bachelor,Married,2,Suburban,3,2450.25,816.75,6,21,16,12.5,Home & Garden,3,4,1,1,0,0,1
CUST000501,55,F,58224.0,Master,Widowed,3,Suburban,7,1379.92,197.13,134,21,16,5.8,Beauty,3,8,2,3,0,2,0
CUST000502,70,M,44876.0,High School,Married,2,Rural,5,2811.33,562.27,171,20,13,1.2,Toys,1,16,4,1,0,2,1
CUST000503,21,F,68796.0,High School,Single,2,Urban,9,2965.25,329.47,4,12,17,10.7,Sports,2,12,1,2,1,0,1
CUST000504,50,M,130807.0,PhD,Married,1,Rural,5,4980.65,996.13,47,11,11,16.6,Beauty,3,6,1,2,0,3,1
CUST000505,32,F,42932.0,High School,Divorced,3,Suburban,6,2078.62,346.44,81,10,16,20.0,Home & Garden,1,6,2,2,0,2,0
CUST000506,34,M,51104.0,High School,Divorced,3,Suburban,4,2523.44,630.86,92,17,14,27.3,Food,3,7,1,1,0,3,1
CUST000507,33,F,55025.0,Master,Divorced,3,Urban,8,3442.46,430.31,86,7,14,9.9,Books,4,4,0,3,0,1,1
CUST000508,29,F,205924.0,Bachelor,Married,2,Urban,13,8973.43,690.26,118,21,15,7.4,Toys,2,6,2,3,0,3,1
CUST000509,42,F,20000.0,PhD,Married,1,Urban,6,846.35,141.06,340,34,8,17.3,Clothing,1,10,3,2,0,5,1
CUST000510,29,M,73860.0,Bachelor,Divorced,0,Urban,14,2358.59,168.47,49,21,12,0.5,Beauty,4,17,4,5,2,3,0
CUST000511,46,M,45757.0,High School,Married,3,Suburban,4,2301.77,575.44,81,22,22,15.1,Sports,1,4,1,0,0,4,0
CUST000512,41,M,68875.0,Bachelor,Single,2,Suburban,8,3854.27,481.78,120,13,11,7.8,Toys,2,13,1,1,1,2,1
CUST000513,38,F,33043.0,Bachelor,Single,0,Suburban,5,742.91,148.58,89,14,17,9.0,Electronics,2,8,1,1,0,2,0
CUST000514,28,F,47601.0,Bachelor,Single,0,Suburban,6,2249.37,374.9,48,17,16,5.3,Toys,3,8,1,0,0,2,1
CUST000515,33,F,75120.0,Bachelor,Married,3,Suburban,12,4355.34,362.94,97,16,22,2.0,Toys,6,9,3,2,0,3,1
CUST000516,53,M,300000.0,PhD,Single,3,Urban,15,6368.3,424.55,105,21,14,7.7,Clothing,2,7,2,5,1,3,0
CUST000517,49,M,79604.0,Some College,Single,3,Rural,4,4539.68,1134.92,87,32,13,5.5,Food,5,9,3,1,0,3,1
CUST000518,27,M,29470.0,Bachelor,Single,2,Suburban,8,1990.12,248.76,22,16,17,48.3,Beauty,2,8,2,1,1,2,1
CUST000519,43,F,38015.0,Bachelor,Married,1,Urban,6,1655.52,275.92,70,29,16,43.1,Electronics,3,10,2,3,0,0,0
CUST000520,53,F,37344.0,Bachelor,Married,1,Urban,4,819.89,204.97,215,18,10,15.5,Toys,1,8,2,1,0,3,1
CUST000521,18,F,20000.0,Some College,Married,0,Suburban,4,1060.28,265.07,202,9,17,35.1,Books,2,9,2,1,0,4,0
CUST000522,50,M,40213.0,Some College,Single,3,Suburban,7,1580.66,225.81,138,19,19,20.9,Food,4,5,0,0,0,4,1
CUST000523,32,F,,High School,Single,0,Urban,9,2082.16,231.35,119,19,16,6.4,Food,2,10,1,2,1,0,1
CUST000524,50,F,22821.0,Master,Married,2,Suburban,3,896.9,298.97,16,9,7,13.9,Toys,1,10,3,1,0,2,0
CUST000525,30,M,91958.0,Bachelor,Single,1,Suburban,9,5403.8,600.42,61,31,22,3.7,Food,2,7,1,2,1,0,1
CUST000526,18,F,65687.0,High School,Single,1,Suburban,6,2816.7,469.45,11,23,20,17.4,Electronics,2,12,1,1,0,1,0
CUST000527,18,F,31554.0,High School,Single,3,Urban,8,1659.69,207.46,169,27,14,0.7,Home & Garden,1,6,1,1,0,1,1
CUST000528,42,F,45029.0,Bachelor,Divorced,0,Urban,3,727.76,242.59,34,27,16,26.7,Food,4,10,3,0,0,3,1
CUST000529,45,F,127898.0,Bachelor,Married,2,Rural,4,5008.69,1252.17,145,11,12,13.1,Books,3,9,1,0,0,2,0
CUST000530,28,M,76124.0,High School,Single,0,Rural,8,3328.66,416.08,168,27,18,0.9,Toys,2,5,0,1,0,1,0
CUST000531,51,M,49279.0,Master,Single,0,Urban,7,3696.56,528.08,223,8,12,30.8,Food,6,8,2,3,0,0,0
CUST000532,18,F,42505.0,Bachelor,Widowed,1,Urban,7,2837.49,405.36,140,18,15,31.5,Clothing,1,11,1,1,0,0,1
CUST000533,41,M,51326.0,Bachelor,Married,0,Urban,5,2812.78,562.56,83,14,14,28.7,Toys,4,5,1,0,0,2,1
CUST000534,23,F,36060.0,Bachelor,Married,2,Urban,3,811.61,270.54,91,9,23,22.3,,1,12,1,0,0,3,1
CUST000535,32,F,20000.0,High School,Married,1,Suburban,7,1609.52,229.93,38,22,23,17.0,Beauty,1,5,0,4,0,2,1
CUST000536,42,F,166926.0,Bachelor,Married,0,Rural,11,3723.0,338.45,19,24,7,7.6,Food,2,8,2,1,1,2,1
CUST000537,29,Other,,High School,Married,0,Urban,8,3238.7,404.84,13,11,13,2.2,Home & Garden,3,12,2,2,0,1,1
CUST000538,36,M,62248.0,Bachelor,Married,2,Urban,5,2339.25,467.85,20,18,23,5.1,Books,3,2,0,1,0,1,1
CUST000539,57,M,47346.0,High School,Married,3,Rural,4,2080.12,520.03,271,22,15,6.4,Food,1,7,2,2,0,1,1
CUST000540,33,M,31537.0,Bachelor,Single,1,Urban,4,1276.98,319.24,17,5,24,6.6,Toys,2,2,0,2,0,0,1
CUST000541,54,M,43846.0,High School,Divorced,2,Rural,7,2621.94,374.56,128,23,10,12.5,Electronics,3,6,1,1,0,2,1
CUST000542,25,M,20000.0,Master,Married,2,Suburban,5,877.92,175.58,20,10,24,3.5,Beauty,4,7,2,0,0,2,1
CUST000543,49,M,192192.0,Master,Single,2,Rural,6,2451.75,408.62,370,10,19,3.2,Electronics,3,9,3,1,0,0,1
CUST000544,63,F,,High School,Divorced,0,Urban,3,1140.63,380.21,45,23,5,18.9,Food,2,11,3,0,0,2,1
CUST000545,18,F,26392.0,Bachelor,Divorced,2,Urban,3,1836.63,612.21,53,10,22,0.5,Clothing,2,8,1,1,0,2,0
CUST000546,30,M,37640.0,High School,Widowed,2,Suburban,3,1783.88,594.63,51,27,18,2.4,Books,3,7,1,1,0,3,1
CUST000547,50,M,106175.0,Bachelor,Divorced,2,Suburban,7,4453.38,636.2,169,16,14,8.6,Food,1,8,2,4,0,0,0
CUST000548,38,F,49449.0,Bachelor,Widowed,2,Urban,6,871.0,145.17,24,13,15,2.4,Clothing,2,8,1,2,0,1,1
CUST000549,47,M,23349.0,Bachelor,Single,4,Rural,5,908.43,181.69,177,25,15,48.2,Food,2,10,2,1,0,0,1
CUST000550,32,M,104047.0,Bachelor,Divorced,0,Suburban,6,2403.36,400.56,107,18,15,16.6,Toys,2,7,0,2,0,1,1
CUST000551,43,M,76008.0,Some College,Divorced,4,Suburban,9,4387.55,487.51,24,19,18,8.5,Sports,3,10,2,1,0,1,0
CUST000552,39,F,67714.0,Bachelor,Single,1,Urban,8,3287.04,410.88,6,9,21,1.8,Books,3,6,0,2,0,4,1
CUST000553,59,M,75315.0,Bachelor,Single,2,Suburban,5,3970.29,794.06,149,40,11,7.3,Sports,5,6,1,2,0,2,1
CUST000554,45,F,206203.0,Bachelor,Widowed,0,Suburban,5,8223.82,1644.76,24,35,9,15.8,Food,2,6,0,2,0,3,1
CUST000555,47,M,181871.0,Some College,Single,1,Urban,7,6890.12,984.3,219,18,13,52.0,Clothing,2,9,3,0,0,4,1
CUST000556,35,F,32466.0,Master,Divorced,2,Rural,7,2623.81,374.83,13,15,17,9.6,Sports,1,7,0,3,1,1,1
CUST000557,34,M,129875.0,Bachelor,Single,2,Urban,11,3382.43,307.49,95,21,17,17.7,Sports,2,6,1,1,0,2,1
CUST000558,35,M,61691.0,Master,Single,0,Urban,8,3175.68,396.96,117,8,15,3.3,Home & Garden,1,8,1,2,0,2,0
CUST000559,47,F,66135.0,Bachelor,Married,1,Urban,3,3123.38,1041.13,107,20,17,14.7,Home & Garden,1,10,2,1,0,2,0
CUST000560,35,F,20000.0,Master,Single,0,Suburban,5,1016.24,203.25,37,4,11,4.1,Clothing,1,8,2,0,0,0,0
CUST000561,46,F,44256.0,Master,Married,4,Suburban,7,1261.26,180.18,208,15,17,3.3,Clothing,3,2,0,1,0,0,1
CUST000562,73,F,,High School,Married,3,Urban,7,886.51,126.64,146,10,13,10.7,Electronics,3,12,3,1,0,2,0
CUST000563,55,F,80566.0,Master,Single,0,Urban,8,3880.35,485.04,71,23,14,3.6,Beauty,3,13,5,4,0,2,0
CUST000564,37,F,93213.0,Bachelor,Single,3,Urban,7,2378.84,339.83,92,13,15,19.2,Sports,2,12,2,1,0,3,1
CUST000565,60,F,20000.0,Bachelor,Married,3,Urban,8,1299.64,162.46,83,9,11,41.5,Toys,2,6,0,2,0,2,0
CUST000566,35,M,48376.0,Bachelor,Single,1,Suburban,7,982.87,140.41,293,28,22,7.5,Beauty,1,10,2,1,0,1,0
CUST000567,18,M,96097.0,Master,Married,2,Urban,5,3767.29,753.46,226,64,19,5.8,Electronics,3,7,2,1,0,3,0
CUST000568,26,M,43826.0,High School,Married,1,Urban,6,2309.92,384.99,26,17,17,2.9,Food,1,3,0,1,0,2,1
CUST000569,18,F,75920.0,High School,Single,2,Rural,10,4082.81,408.28,30,21,19,7.4,Electronics,2,10,3,4,1,4,1
CUST000570,36,M,60518.0,Master,Married,1,Suburban,7,2858.23,408.32,398,12,17,12.3,Books,1,6,2,2,0,2,1
CUST000571,42,M,60174.0,High School,Single,1,Suburban,6,2842.31,473.72,26,13,11,7.0,Electronics,3,10,3,0,0,2,1
CUST000572,67,F,,High School,Single,1,Urban,5,2219.24,443.85,306,32,12,14.6,Electronics,3,7,0,2,0,2,1
CUST000573,46,F,23624.0,High School,Single,0,Urban,3,1386.74,462.25,104,23,9,16.3,Sports,3,9,2,1,0,1,1
CUST000574,38,F,25011.0,Bachelor,Divorced,3,Suburban,0,365.68,0.0,5,23,12,1.5,Food,1,5,1,0,0,2,1
CUST000575,54,M,75027.0,Bachelor,Divorced,1,Urban,7,1561.28,223.04,40,13,16,17.9,Electronics,3,9,2,1,0,2,1
CUST000576,18,F,49596.0,High School,Divorced,1,Urban,3,1049.25,349.75,64,11,19,34.6,Sports,3,4,0,1,0,0,1
CUST000577,45,M,45111.0,Some College,Single,3,Rural,4,1070.57,267.64,179,35,9,0.5,Beauty,1,10,3,1,0,2,1
CUST000578,53,M,38012.0,Master,Single,1,Rural,4,1670.7,417.68,39,17,14,12.0,Food,2,3,0,0,0,0,1
CUST000579,19,M,40818.0,Bachelor,Married,1,Urban,8,1876.51,234.56,37,22,22,13.9,Sports,1,6,1,3,0,4,0
CUST000580,59,M,91871.0,Bachelor,Married,4,Urban,5,4206.82,841.36,252,11,9,18.6,Electronics,3,6,0,0,0,1,0
CUST000581,47,M,40088.0,Bachelor,Widowed,3,Rural,5,1040.27,208.05,8,6,5,7.3,Sports,1,9,3,1,0,3,0
CUST000582,35,F,,Bachelor,Single,0,Urban,2,807.63,403.82,80,15,22,25.6,Clothing,2,7,0,0,0,3,0
CUST000583,51,M,76587.0,High School,Single,1,Suburban,6,4569.66,761.61,70,35,11,11.6,Food,1,9,3,2,0,0,1
CUST000584,76,F,,High School,Married,4,Rural,8,3105.85,388.23,5,21,9,7.9,Clothing,2,9,1,4,0,3,1
CUST000585,44,F,49952.0,PhD,Divorced,1,Rural,9,3294.61,366.07,9,21,12,19.1,Sports,1,11,3,1,0,2,1
CUST000586,45,M,128610.0,Bachelor,Divorced,1,Suburban,9,6985.0,776.11,48,15,18,39.3,Toys,4,3,0,1,0,3,1
CUST000587,35,F,48419.0,Bachelor,Married,0,Urban,11,3545.97,322.36,14,17,17,25.1,Food,1,13,3,3,0,1,1
CUST000588,29,M,58308.0,PhD,Widowed,0,Urban,7,3360.87,480.12,65,18,19,40.0,Beauty,1,11,1,2,0,2,1
CUST000589,54,F,24164.0,Master,Married,2,Rural,14,2789.82,199.27,93,20,13,4.6,Beauty,3,12,4,7,0,2,1
CUST000590,29,M,42967.0,Bachelor,Divorced,2,Rural,4,2685.47,671.37,117,9,18,1.9,Clothing,4,2,0,0,0,1,0
CUST000591,43,M,70665.0,Master,Widowed,4,Suburban,7,1278.82,182.69,79,30,17,11.5,Books,4,12,3,3,1,3,0
CUST000592,34,M,20000.0,High School,Divorced,2,Suburban,8,1675.45,209.43,47,23,19,0.7,Beauty,1,14,5,1,1,2,1
CUST000593,49,F,55298.0,Master,Single,0,Suburban,5,2022.14,404.43,13,19,18,16.8,Food,2,9,1,2,0,1,1
CUST000594,47,F,52076.0,Bachelor,Single,0,Suburban,6,1941.07,323.51,28,25,18,4.1,Home & Garden,2,8,2,1,0,2,1
CUST000595,57,M,50250.0,Master,Married,4,Suburban,8,1291.27,161.41,54,28,11,9.1,Clothing,1,10,1,2,0,2,0
CUST000596,34,F,91335.0,Some College,Married,1,Suburban,11,4671.92,424.72,257,25,11,16.0,Electronics,2,8,0,2,0,1,0
CUST000597,37,F,59913.0,Some College,Divorced,1,Suburban,6,2481.48,413.58,22,26,16,9.9,Food,2,5,1,1,0,3,1
CUST000598,27,F,118995.0,Some College,Single,3,Urban,10,7638.93,763.89,53,13,16,4.0,Clothing,3,6,0,3,0,1,1
CUST000599,35,F,27006.0,Bachelor,Single,2,Suburban,1,487.52,487.52,131,17,17,31.9,Books,4,8,1,0,0,1,1
CUST000600,47,F,53186.0,Bachelor,Married,0,Suburban,6,2373.4,395.57,122,27,9,21.7,Books,2,12,1,0,0,0,1
CUST000601,53,F,51569.0,Bachelor,Single,3,Urban,7,2214.75,316.39,336,16,20,13.8,Books,3,7,1,1,0,2,1
CUST000602,28,F,25808.0,Master,Single,4,Suburban,7,1760.91,251.56,21,25,19,18.0,Beauty,2,2,0,2,0,5,1
CUST000603,55,M,87009.0,PhD,Married,0,Suburban,5,3942.95,788.59,1,13,17,8.1,Beauty,2,8,2,1,0,3,1
CUST000604,62,M,197758.0,High School,Married,3,Rural,16,7729.82,483.11,38,12,18,7.1,Clothing,3,7,0,7,1,0,0
CUST000605,48,M,48523.0,Some College,Single,1,Urban,4,1239.57,309.89,16,20,14,2.6,Toys,5,7,1,2,0,4,1
CUST000606,70,F,66370.0,Master,Divorced,1,Suburban,6,1925.68,320.95,79,32,8,24.4,,4,5,1,0,0,0,0
CUST000607,30,F,51570.0,Some College,Married,3,Urban,4,1345.78,336.44,229,23,10,7.2,Food,3,8,2,1,0,2,1
CUST000608,23,M,31947.0,PhD,Divorced,4,Rural,4,2083.96,520.99,116,19,19,17.7,Food,2,15,5,0,0,1,1
CUST000609,18,F,20000.0,Bachelor,Married,0,Urban,8,1885.52,235.69,14,23,17,5.3,Electronics,2,8,2,2,0,0,1
CUST000610,64,M,32097.0,High School,Single,0,Suburban,3,985.81,328.6,12,21,12,23.8,Home & Garden,3,7,2,1,0,6,1
CUST000611,51,M,21265.0,High School,Single,0,Suburban,2,764.27,382.14,242,12,12,1.7,Beauty,1,5,1,0,0,3,1
CUST000612,41,Other,136279.0,Bachelor,Single,2,Urban,7,6577.6,939.66,66,16,10,14.7,Food,3,9,1,1,1,0,1
CUST000613,46,M,45749.0,Bachelor,Married,0,Rural,6,774.76,129.13,257,9,8,24.7,Beauty,2,3,0,3,0,0,1
CUST000614,25,M,39832.0,Master,Single,1,Rural,5,1357.45,271.49,133,21,15,16.2,Clothing,3,5,1,0,0,3,1
CUST000615,78,F,83574.0,PhD,Married,0,Urban,6,3445.11,574.19,501,28,13,17.9,Home & Garden,1,9,3,0,0,2,1
CUST000616,43,F,25007.0,Bachelor,Married,1,Urban,7,1486.72,212.39,204,30,10,11.2,Sports,3,8,1,3,0,2,1
CUST000617,43,M,30942.0,High School,Single,0,Urban,6,2075.94,345.99,53,15,9,12.3,Electronics,3,10,1,1,0,3,0
CUST000618,52,F,51064.0,High School,Single,3,Urban,5,1962.96,392.59,141,12,17,1.0,Sports,1,5,1,2,0,1,1
CUST000619,49,F,90876.0,High School,Married,0,Rural,11,4557.4,414.31,63,22,7,4.3,Sports,2,8,0,2,1,1,0
CUST000620,45,M,,Bachelor,Divorced,1,Rural,8,4608.09,576.01,26,9,11,19.2,Food,3,5,1,1,0,3,1
CUST000621,30,M,56896.0,Bachelor,Single,3,Urban,5,2427.06,485.41,27,8,15,43.6,Home & Garden,4,13,1,1,0,1,1
CUST000622,49,F,51373.0,High School,Single,2,Suburban,2,1643.09,821.54,50,24,14,11.7,,1,6,2,0,0,1,1
CUST000623,70,M,62326.0,Bachelor,Widowed,0,Suburban,6,2265.79,377.63,11,5,8,19.4,Electronics,1,10,3,1,0,0,1
CUST000624,62,F,55325.0,High School,Single,0,Urban,5,3683.37,736.67,19,19,8,17.3,Sports,1,7,0,1,0,3,1
CUST000625,65,F,26423.0,Bachelor,Widowed,2,Urban,3,1166.81,388.94,69,22,6,110.9,Clothing,6,7,1,1,0,4,0
CUST000626,34,Other,50395.0,Bachelor,Single,1,Urban,3,2391.84,797.28,307,9,17,23.8,Electronics,3,9,3,1,0,1,1
CUST000627,27,M,25739.0,Bachelor,Divorced,2,Suburban,2,774.38,387.19,86,37,15,14.8,Food,3,5,1,0,0,4,0
CUST000628,40,F,51464.0,Bachelor,Single,1,Suburban,7,2567.34,366.76,52,8,15,1.8,Toys,1,8,3,1,0,0,1
CUST000629,42,M,36739.0,Some College,Divorced,1,Suburban,12,2732.3,227.69,27,32,12,6.8,Toys,2,7,1,6,0,0,0
CUST000630,58,M,224948.0,High School,Single,1,Urban,11,6312.14,573.83,21,32,9,4.3,Toys,3,10,1,2,1,1,0
CUST000631,18,M,47861.0,Bachelor,Married,2,Suburban,1,2369.78,2369.78,107,27,16,28.8,Clothing,4,6,1,0,0,2,1
CUST000632,64,M,21109.0,Master,Single,3,Suburban,8,1013.13,126.64,188,23,14,8.9,Clothing,2,9,3,3,0,2,1
CUST000633,39,F,45228.0,Bachelor,Single,0,Rural,5,1281.36,256.27,50,22,19,11.5,Toys,7,6,0,2,0,1,1
CUST000634,35,M,66944.0,Some College,Married,1,Urban,4,3295.36,823.84,79,10,18,50.2,,1,8,2,1,0,5,1
CUST000635,26,M,133788.0,Bachelor,Married,0,Rural,12,3022.94,251.91,122,12,19,27.2,Food,2,5,1,3,0,3,0
CUST000636,18,F,34417.0,Bachelor,Divorced,1,Rural,2,1520.21,760.1,6,15,12,23.4,Food,4,11,1,0,0,2,0
CUST000637,54,M,20000.0,High School,Married,3,Urban,7,1790.23,255.75,43,19,9,2.3,Toys,3,15,3,3,0,3,0
CUST000638,43,F,80025.0,Bachelor,Divorced,1,Urban,5,4301.12,860.22,130,15,14,0.5,Books,4,6,1,2,0,4,1
CUST000639,22,M,21410.0,Bachelor,Married,3,Rural,5,1720.88,344.18,115,16,18,2.0,Food,4,7,0,1,0,1,1
CUST000640,22,F,37733.0,High School,Widowed,2,Suburban,5,2005.4,401.08,5,10,16,20.2,Books,2,11,2,2,0,0,1
CUST000641,36,F,42000.0,Bachelor,Widowed,3,Rural,10,2193.0,219.3,27,33,18,7.9,Clothing,1,6,1,5,1,3,1
CUST000642,67,M,47014.0,Bachelor,Single,2,Suburban,3,1548.73,516.24,113,20,9,1.9,Beauty,3,10,3,0,0,1,1
CUST000643,38,M,74124.0,High School,Divorced,0,Suburban,8,4837.75,604.72,31,37,22,20.1,,3,9,1,3,0,2,0
CUST000644,19,M,32526.0,Master,Divorced,0,Urban,5,1149.86,229.97,168,9,17,3.2,Sports,3,9,3,1,0,3,1
CUST000645,38,F,41596.0,Bachelor,Single,1,Urban,6,2231.31,371.88,2,9,14,13.3,Clothing,2,10,1,0,0,1,0
CUST000646,37,M,48602.0,High School,Married,0,Rural,5,1404.85,280.97,21,28,24,20.3,Clothing,4,7,2,2,0,2,1
CUST000647,18,M,53624.0,Bachelor,Single,1,Urban,5,1269.82,253.96,33,15,14,14.0,Books,4,7,1,1,0,2,1
CUST000648,41,M,51984.0,Master,Divorced,1,Urban,7,2181.19,311.6,259,30,14,75.9,Food,3,13,4,1,0,2,1
CUST000649,38,M,63678.0,Bachelor,Single,4,Suburban,11,2515.88,228.72,159,26,11,8.5,Home & Garden,3,5,0,1,1,2,1
CUST000650,52,F,81332.0,Bachelor,Single,1,Suburban,8,5108.95,638.62,215,17,13,5.6,Home & Garden,3,8,1,1,1,3,1
CUST000651,69,F,62042.0,Bachelor,Married,2,Urban,2,2920.36,1460.18,58,11,11,3.4,Beauty,2,10,1,1,0,2,1
CUST000652,58,M,64353.0,Bachelor,Married,3,Urban,8,2458.51,307.31,172,11,14,10.5,Toys,5,8,1,1,0,0,1
CUST000653,37,M,20000.0,Some College,Divorced,3,Suburban,5,964.81,192.96,192,13,19,28.7,Beauty,3,7,1,1,0,2,1
CUST000654,25,F,50520.0,Master,Widowed,0,Urban,9,1969.75,218.86,51,18,19,44.0,Home & Garden,4,7,0,1,0,1,0
CUST000655,80,F,65362.0,High School,Married,1,Suburban,4,3022.73,755.68,519,23,10,53.7,Clothing,2,10,2,0,0,0,0
CUST000656,42,M,75914.0,Bachelor,Single,1,Urban,7,3653.95,521.99,190,11,17,11.4,Clothing,3,7,0,3,0,3,1
CUST000657,42,M,32357.0,PhD,Married,1,Rural,3,998.48,332.83,365,12,9,13.9,Toys,3,13,1,1,0,1,1
CUST000658,41,M,33010.0,High School,Married,1,Suburban,7,1573.28,224.75,201,11,8,13.1,Sports,3,9,0,2,0,3,1
CUST000659,44,F,34736.0,Some College,Married,3,Suburban,6,1863.29,310.55,149,47,8,9.4,Beauty,2,9,3,3,0,0,1
CUST000660,39,M,67632.0,Some College,Single,1,Urban,4,3847.24,961.81,287,14,22,2.5,Toys,2,6,1,2,0,2,0
CUST000661,33,F,91156.0,High School,Married,1,Suburban,7,4395.14,627.88,54,21,15,1.0,Food,1,12,2,1,0,1,0
CUST000662,33,F,38388.0,Some College,Single,4,Urban,5,2463.19,492.64,152,27,14,8.6,Books,2,7,1,2,0,1,0
CUST000663,41,F,84522.0,Bachelor,Married,0,Urban,9,4374.93,486.1,23,12,13,3.1,Beauty,1,7,1,4,0,2,1
CUST000664,33,M,52790.0,Master,Married,1,Suburban,6,2762.8,460.47,131,22,23,32.7,Clothing,2,5,1,2,0,2,1
CUST000665,31,M,45498.0,Bachelor,Divorced,2,Suburban,4,2825.4,706.35,153,22,13,21.5,Electronics,4,11,1,2,0,2,1
CUST000666,43,M,43181.0,Bachelor,Married,0,Suburban,4,1418.55,354.64,126,11,16,14.5,Beauty,5,10,1,1,0,2,0
CUST000667,38,M,76723.0,Bachelor,Single,2,Urban,3,2029.92,676.64,189,14,19,0.7,Electronics,3,6,2,0,0,1,0
CUST000668,64,F,59596.0,Master,Divorced,0,Urban,6,3554.79,592.46,53,22,9,14.6,Toys,1,8,1,2,0,1,0
CUST000669,18,F,192046.0,High School,Married,3,Rural,9,4637.03,515.23,78,16,16,14.6,Books,2,13,3,3,0,2,1
CUST000670,58,F,29397.0,Bachelor,Single,1,Suburban,6,885.55,147.59,1,28,7,8.7,Food,3,12,3,2,0,0,0
CUST000671,60,F,66893.0,High School,Married,1,Suburban,6,2482.36,413.73,15,9,5,16.1,Toys,2,5,1,0,0,5,0
CUST000672,18,M,35684.0,Bachelor,Married,2,Suburban,6,1969.16,328.19,103,30,13,29.3,Electronics,1,5,1,0,0,3,0
CUST000673,36,M,29098.0,Bachelor,Divorced,0,Urban,3,1629.65,543.22,82,17,23,21.3,Food,1,8,1,1,0,3,1
CUST000674,36,M,48702.0,Bachelor,Married,0,Suburban,6,3467.14,577.86,21,15,12,9.6,Electronics,2,7,2,1,0,0,0
CUST000675,20,F,53231.0,Bachelor,Married,1,Urban,9,2204.04,244.89,27,24,26,4.6,Food,1,5,0,1,0,1,0
CUST000676,30,F,282350.0,High School,Single,1,Suburban,12,11028.42,919.04,42,16,18,9.7,Books,1,9,3,1,0,0,0
CUST000677,25,F,43893.0,High School,Married,1,Suburban,4,1877.85,469.46,126,19,15,43.8,Beauty,4,7,0,0,0,0,0
CUST000678,68,M,24881.0,High School,Widowed,2,Rural,4,1001.13,250.28,94,26,7,25.7,Food,3,2,0,0,0,3,1
CUST000679,56,M,57745.0,Bachelor,Divorced,2,Suburban,3,1602.84,534.28,7,21,11,0.5,Clothing,1,16,1,1,0,1,1
CUST000680,61,F,20000.0,Some College,Single,2,Urban,6,1213.4,202.23,142,27,12,22.9,Clothing,2,6,1,3,0,2,1
CUST000681,52,M,46389.0,High School,Single,1,Suburban,10,2359.02,235.9,30,15,14,2.8,Sports,2,6,2,1,1,1,1
CUST000682,25,F,49494.0,Some College,Single,0,Urban,5,1858.44,371.69,111,21,14,12.7,Clothing,1,9,1,2,0,0,0
CUST000683,34,F,,Master,Married,2,Urban,4,3620.6,905.15,13,34,19,24.6,Toys,3,7,1,1,0,4,1
CUST000684,49,F,87919.0,Bachelor,Married,3,Urban,9,3456.35,384.04,617,8,12,12.4,Electronics,2,4,0,1,0,2,1
CUST000685,23,M,,Bachelor,Married,0,Suburban,7,1299.76,185.68,8,21,23,7.8,Food,2,5,0,3,0,3,0
CUST000686,52,M,44785.0,Master,Married,1,Urban,5,2305.94,461.19,135,25,16,5.8,Toys,2,11,1,0,0,0,1
